title,company_name,location_display,salary_min,salary_max,category_label,contract_type,created,search_keyword,search_location
Senior Data Engineer (Python),Capital One,"Prince, Manhattan",127630.67,127630.67,IT Jobs,contract,2025-07-22T08:56:39Z,data engineer,new york
Distinguished Data Engineer - Card Technology,Capital One,"Prince, Manhattan",175487.5,175487.5,IT Jobs,,2025-07-22T11:57:31Z,data engineer,new york
Sr./Lead Azure Data Engineering,LHH Recruitment Solutions,"New York City, New York",164614.1,164614.1,IT Jobs,,2025-07-08T21:23:04Z,data engineer,new york
Data Engineer,Alignity Solutions,"Chelsea and Clinton, Manhattan",105808.34,105808.34,IT Jobs,contract,2025-07-09T08:11:30Z,data engineer,new york
Data Engineer,Newfish,"New York City, New York",117705.1,117705.1,IT Jobs,,2024-08-07T07:53:08Z,data engineer,new york
Data Engineer,vive,"Manhattan, New York City",100019.71,100019.71,IT Jobs,,2025-05-02T16:53:52Z,data engineer,new york
Data Engineer,Barrow Wise Consulting,"New York City, New York",70000.0,140000.0,IT Jobs,,2023-09-13T13:09:11Z,data engineer,new york
Data Engineer,Point72,"New York City, New York",112267.02,112267.02,IT Jobs,,2025-01-25T07:47:01Z,data engineer,new york
Data Engineer,Inherent Technologies,"Secaucus, Hudson County",154775.34,154775.34,IT Jobs,,2025-07-18T09:17:17Z,data engineer,new york
Data Engineer,Quanta Search,"Franklin D Roosevelt, Manhattan",173488.67,173488.67,IT Jobs,,2024-08-05T10:40:39Z,data engineer,new york
Data Engineer,Arch,"New York City, New York",70000.0,100000.0,Accounting & Finance Jobs,,2025-06-08T03:48:45Z,data engineer,new york
Data Engineer,Adidev Technologies,"Jersey City, Hudson County",116379.41,116379.41,IT Jobs,,2025-05-24T07:22:02Z,data engineer,new york
Data Engineer,Canoe Intelligence,"New York City, New York",105871.32,105871.32,IT Jobs,,2025-07-04T00:37:03Z,data engineer,new york
Data Engineer,Alignity Solutions,"New York City, New York",106181.44,106181.44,IT Jobs,,2025-07-10T00:26:06Z,data engineer,new york
Data Engineer,BDG,"New York City, New York",154304.61,154304.61,IT Jobs,,2025-02-17T20:59:10Z,data engineer,new york
Data engineer,Writer,"New York City, New York",158106.4,158106.4,IT Jobs,,2025-04-07T23:10:26Z,data engineer,new york
Data Engineer,Insight Global,"Grand Central, Manhattan",85159.37,85159.37,IT Jobs,,2025-07-12T16:36:04Z,data engineer,new york
Data Engineer,Robert Half,"Grand Central, Manhattan",70546.55,70546.55,IT Jobs,,2025-05-15T11:05:54Z,data engineer,new york
Data Engineer,Cognizant,"Teaneck, Bergen County",96408.24,96408.24,IT Jobs,,2025-04-03T11:58:20Z,data engineer,new york
Data Engineer,vive,"Chelsea and Clinton, Manhattan",140000.0,170000.0,IT Jobs,,2025-05-21T10:35:43Z,data engineer,new york
Data Engineer,vive,"New York City, New York",103049.23,103049.23,IT Jobs,,2025-07-04T12:33:18Z,data engineer,new york
Data Engineer,Verisk Analytics,"Jersey City, Hudson County",108534.55,108534.55,IT Jobs,,2025-06-08T04:00:55Z,data engineer,new york
Data Engineer,MSCI Inc.,"Church Street, Manhattan",91427.16,91427.16,IT Jobs,,2025-06-30T12:01:37Z,data engineer,new york
Data Engineer,Amazon,"Grand Central, Manhattan",97854.1,97854.1,IT Jobs,,2025-07-16T16:41:31Z,data engineer,new york
Data Engineer,Major League Soccer,"Chelsea and Clinton, Manhattan",114372.16,114372.16,Engineering Jobs,,2025-05-31T09:48:30Z,data engineer,new york
Data Engineer,Texture,"New York City, New York",127829.84,127829.84,IT Jobs,,2025-01-11T07:36:40Z,data engineer,new york
Data Engineer,FanDuel,"New York City, New York",108000.0,142000.0,IT Jobs,,2025-07-05T03:55:34Z,data engineer,new york
Data Engineer,Endex,"New York City, New York",107904.17,107904.17,Accounting & Finance Jobs,,2025-05-02T20:58:46Z,data engineer,new york
Data Engineer,Forhyre,"Chelsea and Clinton, Manhattan",100000.0,160000.0,IT Jobs,,2022-12-16T14:28:13Z,data engineer,new york
Data Engineer,Forhyre,"New York City, New York",141597.19,141597.19,IT Jobs,,2025-06-28T12:47:59Z,data engineer,new york
Data Engineer,SMBC,"Tyler Park, Hudson County",147653.58,147653.58,IT Jobs,,2025-05-11T12:06:43Z,data engineer,new york
Data Engineer,Voya Financial,"New York City, New York",113250.0,141560.0,IT Jobs,,2025-07-12T15:30:47Z,data engineer,new york
Data Engineer,Genentech,"New York City, New York",128300.0,238300.0,Scientific & QA Jobs,,2025-06-25T06:30:44Z,data engineer,new york
Data Engineer,Aescape,"New York City, New York",145000.0,165000.0,Engineering Jobs,,2025-07-13T16:59:42Z,data engineer,new york
Data Engineer,Zoom,"Grand Central, Manhattan",88926.97,88926.97,IT Jobs,,2025-07-17T16:37:11Z,data engineer,new york
Data Engineer,Foursquare,"Grand Central, Manhattan",157679.97,157679.97,Engineering Jobs,,2025-06-23T10:42:57Z,data engineer,new york
Data Engineer,META,"Grand Central, Manhattan",99676.15,99676.15,IT Jobs,,2025-06-18T12:36:39Z,data engineer,new york
Data Engineer,SMBC,"Tyler Park, Hudson County",102819.23,102819.23,IT Jobs,,2025-05-26T12:15:30Z,data engineer,new york
Data Engineer,Robert Half,"Grand Central, Manhattan",74204.39,74204.39,IT Jobs,,2025-06-20T12:27:41Z,data engineer,new york
Data Engineer,Meta,"Grand Central, Manhattan",101740.71,101740.71,IT Jobs,,2025-06-25T12:38:07Z,data engineer,new york
Data Engineer,Meta,"Grand Central, Manhattan",92116.12,92116.12,IT Jobs,,2025-06-04T12:02:26Z,data engineer,new york
Data Engineer,Meta,"Grand Central, Manhattan",115146.8,115146.8,IT Jobs,,2025-07-15T16:37:55Z,data engineer,new york
Data Engineer,Contentsquare,"Canal Street, Manhattan",125000.0,175000.0,IT Jobs,contract,2025-07-19T15:36:59Z,data engineer,new york
Data Engineer,Jun Group,"New York City, New York",80000.0,100000.0,IT Jobs,,2025-05-03T21:06:18Z,data engineer,new york
Data Engineer,Robert Half,"Grand Central, Manhattan",73501.63,73501.63,IT Jobs,,2025-06-20T12:27:41Z,data engineer,new york
Data Engineer,Arch,"New York City, New York",99433.29,99433.29,Accounting & Finance Jobs,,2025-07-07T12:57:58Z,data engineer,new york
Data Engineer,Momenti,"Prince, Manhattan",105000.0,160000.0,IT Jobs,,2025-05-29T15:49:15Z,data engineer,new york
Data Engineer,Tradeweb,"Grand Central, Manhattan",208298.02,208298.02,Engineering Jobs,,2025-07-02T13:32:37Z,data engineer,new york
Senior Data Engineer,Tiger Analytics,"Jersey City, Hudson County",127534.43,127534.43,IT Jobs,,2025-05-19T18:06:01Z,data engineer,new york
Azure Data Engineer,Zentek Infosoft Inc.,"Upper East Side, Manhattan",102765.21,102765.21,IT Jobs,,2025-07-22T09:19:43Z,data engineer,new york
Azure Data Engineer,Apptad Inc,"Summit Avenue, Hudson County",133455.73,133455.73,IT Jobs,,2025-07-16T09:16:41Z,data engineer,new york
Azure Data Engineer,VTS3,"New York City, New York",117329.88,117329.88,IT Jobs,contract,2025-07-21T23:47:29Z,data engineer,new york
Senior Data Engineer,Aura Intelligence,"New York City, New York",193467.52,193467.52,IT Jobs,,2025-05-15T17:55:03Z,data engineer,new york
Staff Data Engineer,Jobgether,"New York City, New York",136000.0,180000.0,IT Jobs,,2025-07-18T15:14:56Z,data engineer,new york
AI Data Engineers,Jenn Nguyen and Friends,"New York City, New York",127540.27,127540.27,Engineering Jobs,,2025-05-26T12:38:42Z,data engineer,new york
Head of Data Engineering,INSHUR,"New York City, New York",162306.06,162306.06,Engineering Jobs,,2025-06-24T11:31:48Z,data engineer,new york
Staff Data Engineer,Base.org,"New York City, New York",130476.05,130476.05,IT Jobs,,2025-05-21T10:12:23Z,data engineer,new york
Data Engineer (Genealogy),The Lifetime Value Co.,"New York City, New York",131664.78,131664.78,IT Jobs,,2025-06-30T20:34:07Z,data engineer,new york
Data Engineer Associate,Quanta Search,"Prince, Manhattan",145223.36,145223.36,IT Jobs,,2024-08-05T10:59:47Z,data engineer,new york
Senior Data Engineer,Wolfe Research,"New York City, New York",175000.0,225000.0,IT Jobs,,2025-07-15T17:52:55Z,data engineer,new york
Quant Data Engineer,Quanta Search,"Prince, Manhattan",121281.05,121281.05,IT Jobs,,2024-08-05T10:44:16Z,data engineer,new york
Data Engineer I,CoreWeave,"New York City, New York",135000.0,135000.0,IT Jobs,permanent,2025-07-06T03:20:13Z,data engineer,new york
Market Data Engineer,Quanta Search,"Franklin D Roosevelt, Manhattan",125402.11,125402.11,Accounting & Finance Jobs,,2024-08-02T05:42:22Z,data engineer,new york
Data Engineer for a Hedgefund,Quanta Search,"Prince, Manhattan",133605.48,133605.48,IT Jobs,,2025-05-29T15:49:34Z,data engineer,new york
Data Engineer II,Rightway,"New York City, New York",110000.0,135000.0,IT Jobs,,2025-07-13T19:18:07Z,data engineer,new york
Staff Data Engineer,HelloFresh,"New York City, New York",134489.1,134489.1,IT Jobs,,2025-03-31T19:20:28Z,data engineer,new york
Senior Data Engineer ,Unknown,"Chelsea and Clinton, Manhattan",143530.1,143530.1,IT Jobs,,2025-06-25T14:19:17Z,data engineer,new york
Software / Data Engineer,Benton Partners,"New York City, New York",126039.23,126039.23,Accounting & Finance Jobs,,2025-06-04T04:13:36Z,data engineer,new york
Azure Data Engineer,VTS3,"New York City, New York",118268.16,118268.16,IT Jobs,,2025-07-22T13:25:15Z,data engineer,new york
Data Engineering Manager,Perchwell,"New York City, New York",175000.0,215000.0,IT Jobs,,2025-06-02T07:43:36Z,data engineer,new york
Staff Data Engineer,NBC Universal,"Englewood Cliffs, Bergen County",74760.71,74760.71,IT Jobs,,2025-07-08T16:49:49Z,data engineer,new york
Data Engineering Director,BDG,"New York City, New York",206091.08,206091.08,IT Jobs,,2025-05-29T16:12:07Z,data engineer,new york
Data Engineer - REMOTE,Gemini,"New York City, New York",104000.0,145000.0,IT Jobs,permanent,2025-07-11T05:16:56Z,data engineer,new york
Senior Data Engineer,Capital One,"Richmond Hill, Queens",158600.0,181000.0,IT Jobs,contract,2025-07-13T16:17:51Z,data engineer,new york
Lead Data Engineer,Capital One,"Richmond Hill, Queens",175800.0,200700.0,IT Jobs,contract,2025-07-13T16:16:57Z,data engineer,new york
Senior Data Engineer,Aura Intelligence,"New York City, New York",192755.53,192755.53,IT Jobs,,2025-07-16T01:00:34Z,data engineer,new york
Senior Data Engineer,Abstract,"Brooklyn Heights, Brooklyn",160000.0,200000.0,Engineering Jobs,,2025-05-20T16:39:05Z,data engineer,new york
Senior Data Engineer,Red Circle,"New York City, New York",179746.75,179746.75,Engineering Jobs,,2025-07-18T13:11:19Z,data engineer,new york
Senior Data Engineer,Understood,"New York City, New York",140000.0,160000.0,IT Jobs,permanent,2025-05-24T05:40:56Z,data engineer,new york
Senior Data Engineer,Nuts.com,"Jersey City, Hudson County",130000.0,150000.0,IT Jobs,,2025-07-20T18:33:42Z,data engineer,new york
"Manager, Data Engineering",Rockstar Games,"Manhattan, New York City",139100.0,194700.0,Engineering Jobs,,2025-06-30T07:50:44Z,data engineer,new york
Principal Data Engineer,Hearst,"Meadows, Hudson County",140000.0,190000.0,Engineering Jobs,,2025-05-02T23:25:05Z,data engineer,new york
Senior Data Engineer,Horizon Media,"New York City, New York",180000.0,230000.0,IT Jobs,,2025-06-26T04:44:05Z,data engineer,new york
Principal Data Engineer,Hearst,"Meadows, Hudson County",325000.0,350000.0,IT Jobs,,2025-07-19T16:34:04Z,data engineer,new york
Data Engineer  NYC,Qloo,"New York City, New York",112886.81,112886.81,Engineering Jobs,,2025-07-14T17:31:24Z,data engineer,new york
Staff Data Engineer,Garner Health,"New York City, New York",220000.0,260000.0,IT Jobs,,2025-05-10T05:27:33Z,data engineer,new york
Analytic/Data Engineer,The Data Sherpas,"New York City, New York",128936.9,128936.9,IT Jobs,,2024-07-12T10:44:57Z,data engineer,new york
Lead Data Engineer,JPMorgan Chase & Co.,"Jersey City, Hudson County",142500.0,185000.0,IT Jobs,,2025-06-11T08:03:49Z,data engineer,new york
"Data Engineer, Staff",Hebbia,"New York City, New York",190000.0,250000.0,IT Jobs,,2025-05-17T08:31:00Z,data engineer,new york
Senior Data Engineer,System,"New York City, New York",175000.0,210000.0,IT Jobs,contract,2025-04-26T01:13:37Z,data engineer,new york
Senior Data Engineer,Clever Recruiting,"New York City, New York",150977.88,150977.88,IT Jobs,,2025-06-29T08:18:42Z,data engineer,new york
Principal Data Engineer,SendGrid,"Grand Central, Manhattan",198244.06,198244.06,IT Jobs,,2025-05-04T10:21:40Z,data engineer,new york
Sr Data Engineer,Amazon,"Grand Central, Manhattan",112620.46,112620.46,IT Jobs,,2025-07-16T16:41:29Z,data engineer,new york
Staff Data Engineer,Warner Bros. Discovery,"Grand Central, Manhattan",132506.36,132506.36,IT Jobs,,2025-06-10T12:15:23Z,data engineer,new york
Senior Data Engineer,Juul Labs,"Grand Central, Manhattan",138872.1,138872.1,IT Jobs,,2025-06-23T10:42:55Z,data engineer,new york
Data Engineer - Director,PwC,"Grand Central, Manhattan",186686.86,186686.86,IT Jobs,,2025-05-14T11:12:14Z,data engineer,new york
AI Data Engineers,Jenn Nguyen and Friends,"New York City, New York",132847.23,132847.23,Engineering Jobs,,2025-06-27T12:42:30Z,data engineer,new york
Data Engineer II,Bank of America,"Jersey City, Hudson County",100400.0,146900.0,IT Jobs,,2025-07-16T18:22:47Z,data engineer,new york
Data Engineer / SWE,Benton Partners,"New York City, New York",150000.0,200000.0,IT Jobs,,2025-06-04T09:25:08Z,data engineer,new york
Backend Data Engineer,Artemis,"New York City, New York",159172.1,159172.1,IT Jobs,,2024-08-21T12:45:39Z,data engineer,new york
Principal Data Engineer,Covera Health,"New York City, New York",190000.0,200000.0,IT Jobs,,2025-04-18T21:29:57Z,data engineer,new york
EDI Data Engineer,"Compunnel, Inc.","New York City, New York",94895.56,94895.56,IT Jobs,,2025-07-18T16:19:05Z,data engineer,new york
Principal Data Engineer,Hearst,"Chelsea and Clinton, Manhattan",126037.55,126037.55,IT Jobs,permanent,2025-07-19T09:40:40Z,data engineer,new york
Senior Data Engineer,Regard,"New York City, New York",177288.75,177288.75,IT Jobs,,2025-07-20T17:33:26Z,data engineer,new york
Senior Data Engineer,HUB International,"Grand Central, Manhattan",153660.38,153660.38,IT Jobs,,2025-07-18T16:40:14Z,data engineer,new york
Data Engineer II,Bank of America,"Grand Central, Manhattan",71021.52,71021.52,IT Jobs,,2025-06-18T12:33:24Z,data engineer,new york
Director of Data Engineering,Genworth Financial,"New York City, New York",188223.58,188223.58,IT Jobs,,2025-06-11T05:59:27Z,data engineer,new york
Sr Data Engineer,Robert Half,"Grand Central, Manhattan",98267.91,98267.91,IT Jobs,,2025-06-06T12:24:12Z,data engineer,new york
Senior Data Engineer,Justworks,"New York City, New York",192500.0,211750.0,IT Jobs,,2025-06-20T08:12:26Z,data engineer,new york
"Data Engineer, Analytics",Meta,"Grand Central, Manhattan",114068.69,114068.69,IT Jobs,,2025-06-11T12:33:32Z,data engineer,new york
Staff Data Engineer,FanDuel,"New York City, New York",159000.0,208950.0,IT Jobs,,2025-07-11T18:47:59Z,data engineer,new york
Senior Data Engineer,SendGrid,"Grand Central, Manhattan",176268.95,176268.95,IT Jobs,,2025-05-04T10:20:17Z,data engineer,new york
Staff Data Engineer,Applecart,"New York City, New York",180000.0,250000.0,IT Jobs,,2024-08-07T08:23:15Z,data engineer,new york
Senior Data Engineer,Robert Half,"New York City, New York",150000.0,220000.0,IT Jobs,,2025-07-11T06:38:39Z,data engineer,new york
Data Engineering Analyst,AllianceBernstein LP,"New York City, New York",150000.0,200000.0,Accounting & Finance Jobs,,2025-07-13T01:00:24Z,data engineer,new york
Senior Data Engineer,HelloFresh,"New York City, New York",123882.28,123882.28,IT Jobs,,2025-03-31T20:27:24Z,data engineer,new york
Staff Data Engineer,Shiftsmart,"New York City, New York",175000.0,225000.0,IT Jobs,,2024-08-01T05:11:50Z,data engineer,new york
Senior Data Engineer,Genentech,"New York City, New York",141100.0,262200.0,Scientific & QA Jobs,,2025-06-25T05:24:51Z,data engineer,new york
Sr. Data Engineer,Contact Government Services,"New York City, New York",144768.0,209109.0,IT Jobs,,2025-07-07T03:32:02Z,data engineer,new york
Senior Data Engineer,Axion Ray,"New York City, New York",175000.0,240000.0,IT Jobs,,2025-05-25T06:11:15Z,data engineer,new york
Cloud Data Engineer,ITnova,"Jersey City, Hudson County",106812.04,106812.04,IT Jobs,,2025-01-24T10:36:57Z,data engineer,new york
Cloud Data Engineer,ITnova,"Jersey City, Hudson County",106625.7,106625.7,IT Jobs,,2025-07-18T00:57:50Z,data engineer,new york
AWS Data Engineer,Capstone Integrated Solutions,"New York City, New York",120784.95,120784.95,IT Jobs,,2025-06-21T01:37:57Z,data engineer,new york
Senior Data Engineer,Blockworks,"New York City, New York",160000.0,200000.0,IT Jobs,,2025-06-18T08:28:52Z,data engineer,new york
AWS Data Engineer,Capstone Integrated Solutions,"New York City, New York",119835.16,119835.16,IT Jobs,contract,2025-03-23T22:21:02Z,data engineer,new york
Data Engineer III,"Insurance Services Office, Inc.","Jersey City, Hudson County",121328.25,121328.25,IT Jobs,,2025-07-18T15:50:43Z,data engineer,new york
AWS Data Engineer,Adastra Corporation,"Wall Street, Manhattan",82283.23,82283.23,IT Jobs,,2025-07-16T11:01:13Z,data engineer,new york
AML Data Engineer,Brown Brothers Harriman & Co.,"Jersey City, Hudson County",110000.0,160000.0,IT Jobs,,2025-04-29T19:46:52Z,data engineer,new york
Senior Data Engineer,Robert Half,"Grand Central, Manhattan",86941.16,86941.16,IT Jobs,,2025-07-10T16:36:48Z,data engineer,new york
Data Engineer (Analytics),Meta,"Grand Central, Manhattan",113522.16,113522.16,IT Jobs,,2025-07-08T16:19:36Z,data engineer,new york
Data Engineer II,Horizon Media,"New York City, New York",140000.0,170000.0,IT Jobs,,2025-07-12T15:34:28Z,data engineer,new york
"Data Engineer, Analytics",Meta,"Grand Central, Manhattan",115581.16,115581.16,IT Jobs,,2025-06-19T12:27:08Z,data engineer,new york
Staff Data Engineer,Coinbase,"New York City, New York",127690.94,127690.94,IT Jobs,,2025-05-23T20:47:44Z,data engineer,new york
Staff Data Engineer,Coinbase,"Grand Central, Manhattan",125346.98,125346.98,IT Jobs,,2025-05-23T16:47:19Z,data engineer,new york
Data Engineer (Hybrid),NTT DATA Services,"New York City, New York",143554.19,143554.19,IT Jobs,,2025-07-08T22:48:30Z,data engineer,new york
Senior Data Engineer,Epic Games,"New York City, New York",119238.27,119238.27,IT Jobs,,2025-06-01T09:03:30Z,data engineer,new york
Data Engineer III,Horizon Media,"New York City, New York",180000.0,230000.0,IT Jobs,,2025-06-26T05:04:36Z,data engineer,new york
Data Engineer (Hybrid),NTT DATA North America,"Grand Central, Manhattan",136832.56,136832.56,IT Jobs,,2025-07-09T16:52:14Z,data engineer,new york
Senior Data Engineer,Spotify,"New York City, New York",160091.0,228702.0,Engineering Jobs,,2025-07-14T16:00:24Z,data engineer,new york
Lead Data Engineer,Grata,"New York City, New York",160000.0,200000.0,HR & Recruitment Jobs,,2025-06-09T05:55:20Z,data engineer,new york
BI Data Engineer,United Nations Federal Credit Union,"Astoria, Queens",116549.56,116549.56,IT Jobs,,2025-04-09T03:57:30Z,data engineer,new york
Senior Data Engineer,Grata,"New York City, New York",157500.0,189000.0,HR & Recruitment Jobs,,2025-05-29T16:08:20Z,data engineer,new york
Data Engineer - C,Capgemini,"Grand Central, Manhattan",100732.87,100732.87,IT Jobs,,2025-07-12T16:34:51Z,data engineer,new york
Data Engineer- Manager,PwC,"Grand Central, Manhattan",129041.46,129041.46,IT Jobs,,2025-05-15T11:11:33Z,data engineer,new york
Senior Data Engineer,FanDuel,"New York City, New York",138000.0,181650.0,IT Jobs,,2025-07-17T16:05:03Z,data engineer,new york
Data Engineer (Geneaology),The Lifetime Value Co.,"Chelsea and Clinton, Manhattan",133452.81,133452.81,IT Jobs,,2025-07-02T02:43:15Z,data engineer,new york
Data Engineer - Associate,SMBC,"Tyler Park, Hudson County",113264.89,113264.89,IT Jobs,,2025-06-20T12:49:18Z,data engineer,new york
Sr Data Engineer,Cantor Fitzgerald,"Grand Central, Manhattan",135000.0,180000.0,IT Jobs,,2025-05-10T07:58:47Z,data engineer,new york
Staff Data Engineer,Early Warning Services,"New York City, New York",150000.0,180000.0,IT Jobs,,2025-06-25T07:22:54Z,data engineer,new york
Associate Data Engineer,Cantor Fitzgerald,"Grand Central, Manhattan",70000.0,100000.0,IT Jobs,,2025-05-10T08:24:14Z,data engineer,new york
"Staff Data Engineer, Data & AI",DealMaker,"New York City, New York",139441.42,139441.42,IT Jobs,,2025-07-13T16:32:31Z,data engineer,new york
"Staff Data Engineer, Data Foundations",Komodo Health,"Grand Central, Manhattan",122081.98,122081.98,IT Jobs,,2025-05-04T10:21:43Z,data engineer,new york
"Distinguished Engineer, Data Architect",Capital One,"New York City, New York",190541.12,190541.12,IT Jobs,,2025-07-21T04:19:21Z,data engineer,new york
"Distinguished Engineer, Data Architect",Capital One,"Prince, Manhattan",192798.92,192798.92,IT Jobs,,2025-07-21T05:50:43Z,data engineer,new york
MS Azure Data Engineer,DMV IT Service,"New York City, New York",133000.0,141000.0,IT Jobs,contract,2025-07-21T03:42:03Z,data engineer,new york
MS Azure Data Engineer,Apptad Inc,"Franklin D Roosevelt, Manhattan",100710.01,100710.01,IT Jobs,,2025-07-19T09:17:42Z,data engineer,new york
Senior Big Data Engineer,Qode,"Flatbush, Brooklyn",105406.59,105406.59,IT Jobs,,2025-07-21T20:55:06Z,data engineer,new york
Data Engineer - Credit Technology,Selby Jennings,"New York City, New York",169903.5,169903.5,IT Jobs,permanent,2025-07-07T13:05:33Z,data engineer,new york
Sr. Data Engineer (On-Site),Equinox,"New York City, New York",156386.36,156386.36,IT Jobs,,2025-07-10T02:38:11Z,data engineer,new york
Lead Data Engineer - Big Data,S&P Global,"Grand Central, Manhattan",127032.74,127032.74,IT Jobs,,2025-07-18T16:36:37Z,data engineer,new york
ETL Hadoop Data Engineer,CapB InfoteK,"Jersey City, Hudson County",153636.78,153636.78,IT Jobs,,2025-05-29T15:59:02Z,data engineer,new york
"Senior Data Engineer, Analytics",CoreWeave,"New York City, New York",143000.0,210000.0,IT Jobs,permanent,2024-11-25T09:36:15Z,data engineer,new york
Software Engineer - Data Engineering,CoreWeave,"New York City, New York",135000.0,135000.0,IT Jobs,permanent,2025-07-06T02:28:35Z,data engineer,new york
Senior Azure Data Engineer,Bldg Svc 32 B-J,"Cooper, Manhattan",135000.0,138000.0,IT Jobs,,2025-06-26T04:02:46Z,data engineer,new york
Senior Azure Data Engineer,Building Services 32BJ Benefit Funds,"New York City, New York",178738.22,178738.22,IT Jobs,,2025-07-20T13:18:11Z,data engineer,new york
Data Engineering Manager - Legal,Meta,"Grand Central, Manhattan",121382.76,121382.76,IT Jobs,,2025-05-23T11:35:11Z,data engineer,new york
"VP, Architecture & Data Engineer",Horizon Media,"New York City, New York",180000.0,230000.0,IT Jobs,,2025-06-26T06:09:14Z,data engineer,new york
"Data Engineering Manager, Analytics",Meta,"Grand Central, Manhattan",130047.96,130047.96,IT Jobs,,2025-06-25T12:38:07Z,data engineer,new york
"Data Engineer, Product Analytics",Meta,"Grand Central, Manhattan",113490.55,113490.55,IT Jobs,,2025-06-18T12:36:37Z,data engineer,new york
Data Engineer - New York,G2i,"New York City, New York",129317.41,129317.41,IT Jobs,,2025-05-21T10:26:55Z,data engineer,new york
Data Engineer - Senior Manager,PwC,"Grand Central, Manhattan",156021.84,156021.84,IT Jobs,,2025-05-15T11:11:33Z,data engineer,new york
Senior Associate - Data Engineer,New York Life Insurance Co,"New York City, New York",105002.85,105002.85,IT Jobs,,2025-02-25T20:20:25Z,data engineer,new york
"Senior Director, Data Engineering",Upwork,"Grand Central, Manhattan",188113.39,188113.39,IT Jobs,,2025-05-22T06:58:03Z,data engineer,new york
"Data Engineering Manager, Analytics",Meta,"Grand Central, Manhattan",130082.07,130082.07,IT Jobs,,2025-06-25T12:38:07Z,data engineer,new york
"Data Engineer, Proprietary Research",Point72,"New York City, New York",160000.0,220000.0,IT Jobs,,2024-12-13T09:42:13Z,data engineer,new york
Sr. Staff Data Engineer,NBC Universal,"Englewood Cliffs, Bergen County",76693.91,76693.91,IT Jobs,,2025-05-20T12:18:12Z,data engineer,new york
Software Engineer (Data Engineering),Apple,"Grand Central, Manhattan",177484.31,177484.31,Engineering Jobs,,2025-07-19T16:40:01Z,data engineer,new york
Software Engineer (Data Engineering),Apple,"New York City, New York",126800.0,220900.0,Engineering Jobs,,2025-07-20T19:25:57Z,data engineer,new york
Data Engineer II - AMZ9084335,Amazon,"Grand Central, Manhattan",109981.93,109981.93,IT Jobs,,2025-07-02T13:33:11Z,data engineer,new york
Senior / Staff Data Engineer,Flow,"New York City, New York",129947.42,129947.42,IT Jobs,,2025-04-21T00:04:44Z,data engineer,new york
"Data Engineer, Product Analytics",Meta,"Grand Central, Manhattan",109506.35,109506.35,IT Jobs,,2025-06-19T12:27:08Z,data engineer,new york
Data Engineer II - AMZ9160383,Amazon,"Tyler Park, Hudson County",118194.64,118194.64,IT Jobs,,2025-06-13T12:47:26Z,data engineer,new york
